,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1170,Pedra Preta,MT,463.5802325581397,486.17228260869564,472.93749999999994,485.15174418604647,524.5652173913044
1171,Pedreira,SP,505.1819742489272,530.7838709677422,517.1866935483871,563.783261802575,601.2096774193549
1172,Pedreiras,MA,464.9199278629393,487.45586975149956,473.4893744644388,499.46591523895387,620.6341045415595
1173,Pedro Afonso,TO,444.2306513409966,459.46306620209066,443.92264808362364,468.76896551724127,509.05923344947735
1174,Pedro Canário,ES,473.6202970297032,482.4495412844033,470.92431192660564,500.84356435643576,593.5779816513761
1175,Pedro II,PI,471.5045454545449,490.9374643874641,471.32877492877566,498.0596774193548,604.2735042735043
1176,Pedro Leopoldo,MG,510.55821371610875,543.1476479514414,523.3646433990895,562.8500797448166,640.9104704097117
1177,Peixe,TO,456.3953488372093,465.5747368421053,444.62947368421027,477.1430232558139,529.8947368421053
1178,Peixoto de Azevedo,MT,478.5249999999999,499.57541899441316,478.43240223463727,504.8159722222221,520.6703910614525
1179,Pelotas,RS,502.03920265780874,533.6928971308604,515.6430720783758,542.2889442598749,599.849545136459
1180,Penalva,MA,447.4641791044776,473.5129496402877,454.3517985611511,475.8014925373135,529.9280575539568
1181,Penedo,AL,466.27308488612897,488.20574826560977,475.14112983151597,501.45155279503155,584.5391476709614
1182,Pentecoste,CE,461.7408629441624,484.4617328519852,473.0354993983147,494.3678934010156,531.9374247894103
1183,Penápolis,SP,509.95699115044283,543.5766386554611,526.9973109243699,561.2219469026552,641.3781512605042
1184,Pereira Barreto,SP,488.07518248175177,519.1129370629369,504.3832167832167,540.0094890510948,585.6643356643357
1185,Peruíbe,SP,496.0583732057417,525.4381656804726,510.85887573964476,542.0505582137157,582.189349112426
1186,Pesqueira,PE,471.79938223938245,491.5239227340272,484.56471025259975,513.64918918919,590.9955423476969
1187,Petrolina,PE,492.9358851035389,513.3394285714285,497.98803726708155,535.9775684702734,605.664596273292
1188,Petrolândia,PE,466.10887372013593,482.33845327604695,471.45177228786315,494.833105802048,564.3179377013963
1189,Petrópolis,RJ,511.4590383224881,542.1569811320753,523.3509777015441,561.5489154013025,654.106346483705
1190,Piancó,PB,457.7946735395189,474.98336079077393,456.3481054365731,498.03075601374593,622.7677100494234
1191,Picos,PI,466.904538234626,492.49962711120827,473.28280324632624,509.8183798502364,624.8168457995174
1192,Picuí,PB,472.75302013422817,492.554054054054,477.26473616473595,503.895838926175,592.0978120978122
1193,Piedade,SP,511.4794805194801,541.0212713936435,521.724205378973,561.7672727272729,613.1540342298289
1194,Pilar,AL,453.6979487179488,475.00424143556324,459.69445350734134,480.3798290598291,567.5040783034258
1195,Pilar do Sul,SP,501.11742424242414,532.4315412186381,516.4806451612909,571.4071969696972,608.0286738351255
1196,Pilão Arcado,BA,450.61874999999986,467.84179104477596,454.73880597014926,486.5270833333334,582.6865671641791
1197,Pimenta Bueno,RO,473.54228723404236,492.5138686131387,482.63576642335806,505.6178191489359,574.9878345498784
1198,Pindamonhangaba,SP,513.7720588235288,545.0531277533039,532.8210572687225,570.4289522058822,639.6123348017621
1199,Pindaré-Mirim,MA,466.97284768211927,480.79845201238334,470.28730650154813,488.0506622516556,577.0278637770898
1200,Pindobaçu,BA,458.11693290734814,474.6057057057054,461.6912912912914,484.9805111821085,568.6486486486486
1201,Pindoretama,CE,460.8860714285715,489.30777027027017,477.9246621621619,502.72928571428554,605.472972972973
1202,Pinhais,PR,496.27728531856013,532.3323327615781,513.9260720411659,538.9060018467218,591.1663807890224
1203,Pinheiro,MA,457.5452898550724,480.4941584731058,466.17622903412354,482.1682971014492,574.6558704453441
1204,Pinheiros,ES,474.81743589743564,506.05317073170755,489.38097560975586,524.317948717949,577.7560975609756
1205,Pinhão,PR,475.1489451476794,509.3880658436212,493.4037037037038,508.84852320675094,576.3786008230453
1206,Pio IX,PI,457.0852233676978,480.90891089108936,464.2333333333336,493.491065292096,604.3564356435644
1207,Pio XII,MA,449.8282229965158,467.206711409396,448.51040268456376,463.8926829268291,547.9194630872483
1208,Piracanjuba,GO,481.8247272727272,505.4382252559729,489.32918088737193,518.9714545454547,602.2184300341297
1209,Piracicaba,SP,528.9700811359015,559.1710418177416,539.3444041576021,587.8787271805269,657.007493352671
1210,Piracuruca,PI,468.6670118343196,484.7018786127173,477.04884393063566,506.5914201183434,605.0578034682081
1211,Piraju,SP,502.5789883268483,542.1194805194812,525.805565862709,569.3013618677043,606.2337662337662
1212,Pirajuí,SP,490.7691176470592,521.2629629629631,508.5708333333332,538.7107843137255,603.8888888888889
1213,Piranga,MG,499.50245901639335,520.4564986737399,497.55490716180395,550.2885245901632,637.9310344827586
1214,Pirapora,MG,490.74073251942343,518.1989648033125,501.1670807453416,530.355493895671,606.5010351966873
1215,Piraquara,PR,490.79925373134375,525.2806976744187,503.8246511627903,520.6534825870644,574.0930232558139
1216,Pirassununga,SP,531.2471343873518,554.0769230769232,535.0636277302943,588.1277667984186,673.8841405508073
1217,Piratini,RS,464.39068322981353,492.9132947976878,477.5132947976877,493.0428571428571,570.8670520231213
1218,Pirenópolis,GO,467.8354523227387,493.724943310657,482.46553287981845,503.45647921760394,581.2244897959183
1219,Pires do Rio,GO,483.41958041958026,505.0443396226425,493.07466307277633,521.2352447552449,605.3369272237197
1220,Piripiri,PI,470.0510416666667,490.23846153846165,479.5549245147376,508.17827380952406,626.7289719626168
1221,Pitanga,PR,477.32285191956106,503.88298611111145,484.3789930555552,508.76160877513706,570.4513888888889
1222,Pitangueiras,SP,485.1750000000001,520.627074235808,511.6646288209608,549.1759259259261,616.943231441048
1223,Pitangui,MG,496.2058309037902,527.5098870056498,507.1033898305083,569.6583090379004,649.4350282485875
1224,Piumhi,MG,507.45626911315014,528.481449275362,513.4568115942034,563.5203363914372,633.4782608695652
1225,Planaltina,GO,458.90979087452536,488.5166074600356,477.73055062167015,488.7803231939164,533.1261101243339
1226,Plácido de Castro,AC,452.98942307692323,468.2477477477479,456.3567567567568,476.1192307692306,547.3873873873874
1227,Pocinhos,PB,476.557746478873,493.0406896551728,478.0062068965516,512.4197183098593,613.5172413793103
1228,Poconé,MT,455.94666666666654,478.0627551020411,456.4423469387754,488.5122222222223,524.1836734693877
1229,Pojuca,BA,478.9996491228068,501.7676716917929,488.5172529313239,508.0022807017544,605.8291457286432
1230,Pombal,PB,469.3044832826753,490.2042741341191,473.99631540162113,508.02325227963473,621.6801768607222
1231,Pompéu,MG,496.8154545454547,517.153448275862,505.32586206896565,545.7259090909092,688.448275862069
1232,Ponta Grossa,PR,510.0506134969325,539.1531408629443,517.609803299492,546.2238922972043,581.9670050761422
1233,Ponta Porã,MS,483.8741364785171,503.28994544037437,493.2491816056122,512.1158382476838,566.282151208106
1234,Ponta de Pedras,PA,447.86384180790975,472.5890080428954,451.2549597855229,464.54548022598897,544.7184986595174
1235,Pontal,SP,484.35129682997126,512.7268493150683,496.9180821917809,534.1902017291064,620.8767123287671
1236,Ponte Nova,MG,498.48563701923075,528.8461803561175,509.957897759908,546.1979567307691,639.1843767949455
1237,Pontes e Lacerda,MT,467.6179968701101,491.9406705539366,472.79212827988266,496.1619718309858,545.801749271137
1238,Porangatu,GO,460.0050777202072,478.05258620689585,467.32806513410037,493.8180310880835,553.4865900383141
1239,Porecatu,PR,480.07738693467326,505.97846889952154,491.6138755980861,501.805025125628,584.8803827751196
1240,Portalegre,RN,446.97247474747513,465.1302663438257,453.2266343825664,473.14419191919177,554.09200968523
1241,Porteiras,CE,470.24583333333334,488.13932584269713,472.05561797752796,509.5586309523809,593.0898876404494
1242,Porteirinha,MG,481.25517826825114,505.951696284329,494.10936995153514,532.427674023769,641.8416801292407
1243,Portel,PA,442.98988580750427,471.12931297709883,443.2792366412213,467.3319738988577,541.8625954198474
1244,Porto Acre,AC,452.6681818181816,492.7333333333332,464.76581196581196,474.730909090909,546.3247863247864
1245,Porto Alegre,RS,522.9088457113642,563.3510754298727,542.7389611167714,581.9314329541112,647.2038823317956
1246,Porto Calvo,AL,454.53161157024795,476.6838264299799,463.96291913215015,496.0590909090911,565.8382642998027
1247,Porto Esperidião,MT,449.8515624999999,476.7688405797102,456.4644927536231,479.29765625000005,552.7536231884058
1248,Porto Feliz,SP,503.62366412213726,542.1452296819787,523.8123674911659,562.6053435114504,614.3462897526501
1249,Porto Ferreira,SP,520.1964240102174,547.493341404358,532.3348668280872,585.3765006385693,672.7845036319612
1250,Porto Franco,MA,453.6645320197047,475.9214849921009,457.29952606635084,476.7344827586204,563.6650868878357
1251,Porto Grande,AP,444.18805309734495,469.6019607843138,446.84980392156854,466.2451327433626,542.5882352941177
1252,Porto Murtinho,MS,451.27307692307687,480.07692307692315,473.91923076923075,488.48269230769233,533.4615384615385
1253,Porto Nacional,TO,462.7002535925615,485.7065925337576,471.5832406671962,491.959932375318,573.8363780778395
1254,Porto Seguro,BA,486.7959859154927,514.2365598430347,499.1439502943099,516.5614788732399,584.8920863309353
1255,Porto União,SC,504.9698275862068,527.9184986595176,508.1731903485258,552.8022988505744,630.5093833780161
1256,Porto Velho,RO,476.08476745659743,499.1914353687542,482.2938144329895,505.25216068939346,578.3912994222272
1257,Porto Walter,AC,441.9162790697675,462.1382978723407,437.44893617021273,452.7372093023256,537.8723404255319
1258,Porto da Folha,SE,448.3341853035147,463.31353846153826,448.2510769230768,482.40383386581476,555.876923076923
1259,Porto de Moz,PA,444.8549107142855,460.86297872340396,449.0136170212767,465.26517857142875,542.8085106382979
1260,Posse,GO,452.214185228605,468.9339499455927,460.20968443960817,484.5516998827668,533.2317736670294
1261,Pouso Alegre,MG,520.6374581939797,550.8117407071617,530.0604261106068,582.3681796464407,670.9066183136899
1262,Poxoréu,MT,460.2970588235294,479.7135922330096,462.7883495145631,493.71274509803925,566.6019417475728
1263,Poá,SP,494.78952830188683,538.5375111111116,520.6417777777768,545.265283018868,601.0844444444444
1264,Poço Redondo,SE,453.04090909090905,471.5161835748789,448.8893719806762,477.55984848484843,541.9806763285025
1265,Poço Verde,SE,462.461437908497,493.54414225941457,472.99895397489547,499.3627450980391,601.9665271966527
1266,Poços de Caldas,MG,515.0482273494652,548.9659733333335,533.1812799999992,576.3599887450771,653.12
1267,Poções,BA,461.7910095799564,483.9369306236861,469.2417659425361,489.8089904200439,582.270497547302
1268,Prado,BA,475.9896103896106,496.24043209876544,483.11265432098776,508.6107142857143,589.2592592592592
1269,Praia Grande,SP,495.9414207103552,533.0054494643688,519.3480204937118,542.0221110555261,595.0349324639031
1270,Prainha,PA,440.1168,443.2985815602836,425.73829787234035,452.73039999999986,526.0992907801418
1271,Presidente Dutra,BA,466.3470967741936,491.28802395209595,473.88682634730543,499.9058064516129,600.8383233532934
1272,Presidente Dutra,MA,461.55737898465156,479.70888638920115,463.5254218222725,490.0548996458087,588.2114735658042
1273,Presidente Epitácio,SP,487.00583333333344,513.5726790450929,512.3225464190981,541.7350000000001,606.0477453580902
1274,Presidente Figueiredo,AM,454.24409722222214,470.7775449101799,460.32425149700623,482.2434027777781,510.9580838323353
1275,Presidente Médici,RO,481.01345291479817,491.7707317073169,472.79878048780523,511.6556053811659,562.6016260162602
1276,Presidente Prudente,SP,498.24373313711135,524.6713187325262,513.3099487418458,551.137576649496,617.4044734389562
1277,Presidente Tancredo Neves,BA,467.16996197718623,490.3367857142859,473.93214285714276,495.3140684410646,615.7857142857143
1278,Presidente Venceslau,SP,490.936899563319,513.7304979253115,505.38547717842334,540.2196506550216,617.344398340249
1279,Primavera do Leste,MT,497.39641833810833,522.1032653061217,501.42462585034025,533.1441260744987,602.5850340136054
1280,Princesa Isabel,PB,473.03238255033517,494.1041467304622,478.7398724082933,525.514765100671,603.9234449760766
1281,Promissão,SP,506.8362139917693,529.9992277992278,516.5471042471036,554.2213991769548,643.9382239382239
1282,Propriá,SE,460.6639091646389,474.34647013188527,460.3836307214895,490.485563665855,570.7525213343678
1283,Prudentópolis,PR,491.8048498845265,518.5117516629714,492.171618625277,526.3161662817546,568.5144124168514
1284,Quaraí,RS,484.0606250000002,516.4465909090909,516.9778409090909,531.8312500000001,585.2272727272727
1285,Quatro Barras,PR,516.1528409090909,544.559162303665,526.9827225130889,557.8545454545454,619.1623036649214
1286,Quedas do Iguaçu,PR,484.6424812030073,510.17355072463795,495.2615942028985,527.9000000000003,558.0434782608696
1287,Queimadas,PB,462.88784596871267,488.9192174913693,467.03958573072475,493.60986762936227,601.7261219792865
1288,Queimados,RJ,473.9719866999166,509.0956487956494,491.6902097902105,509.6136325852032,589.2618492618493
1289,Querência,MT,464.922966507177,486.4542986425338,467.1434389140271,492.0435406698563,556.6515837104073
1290,Quilombo,SC,482.41374407582913,495.3144796380094,463.6972850678733,509.92369668246454,577.9185520361991
1291,Quirinópolis,GO,473.5092903225812,499.3663426488453,490.7654921020656,514.9190967741936,605.6622114216282
1292,Quissamã,RJ,490.77444794952675,521.6588757396454,501.2103550295858,522.0684542586752,593.8461538461538
1293,Quiterianópolis,CE,452.53260188087734,467.7801829268295,458.04512195121964,488.3426332288398,524.2682926829268
1294,Quixadá,CE,468.4628305932814,493.07879598662134,480.11170568561835,504.1746247319509,537.5785953177258
1295,Quixeramobim,CE,461.82423963133607,486.1476068376062,482.1075213675213,507.5134562211977,544.9059829059829
1296,Rancharia,SP,490.5019337016573,514.5611111111115,499.03756613756616,530.203314917127,594.2857142857143
1297,Raposa,MA,455.3465686274512,479.50296127562626,459.4571753986333,473.66348039215706,550.7972665148063
1298,Realeza,PR,484.9018181818181,514.2460076045628,497.40627376425874,528.4470707070709,586.5779467680609
1299,Recife,PE,498.8859919336926,529.1880204705824,512.7694637071143,553.3106354600026,627.1852950973564
1300,Redenção,CE,457.14946043165435,471.2999999999996,464.74425087108017,481.61528776978395,567.2822299651568
1301,Redenção,PA,468.0874999999997,486.806921824105,471.1070032573291,501.35035211267564,590.1302931596091
1302,Regeneração,PI,450.7459390862938,466.0154411764707,454.56740196078476,475.4365482233502,563.4313725490196
1303,Registro,SP,497.4614864864865,529.6062500000002,522.3563559322024,557.5261261261261,597.2457627118644
1304,Remanso,BA,474.0352017937226,497.4535864978902,479.20801687763685,511.1636771300448,609.957805907173
1305,Remígio,PB,470.81182572614074,489.1957915831661,476.29418837675365,498.34004149377597,610.9819639278558
1306,Resende,RJ,511.42300439974844,541.9567821491498,523.569876688197,563.4502828409804,659.8355842630651
1307,Riacho de Santana,BA,478.2289473684208,500.20907780979843,476.1399135446686,512.0687134502924,634.985590778098
1308,Riachuelo,SE,456.35248618784533,480.52435233160605,458.8082901554407,479.1928176795579,535.0259067357513
1309,Riachão das Neves,BA,461.0693693693693,467.27946428571425,465.1508928571429,473.88828828828827,592.6785714285714
1310,Riachão do Jacuípe,BA,474.95757575757597,497.49418212478986,480.03322091062444,508.9383244206778,591.2141652613828
